,bagni,locali,piano,prezzo(€),superficie
13874,1,3,3,€ 199.000,85
13875,1,2,A,€ 89.000,35
13876,2,4,R,€ 515.000,110
13877,1,3,3,€ 175.000,85
13878,1,2,T,€ 185.000,65
13879,1,4,3,€ 165.000,95
13880,1,4,A,€ 189.000,90
13881,1,2,,€ 245.000,50
13882,2,3,2,€ 275.000,80
13883,1,4,2,€ 649.000,140
13884,1,2,T,€ 146.000,38
13885,3,5,,€ 34.000,140
13886,,,,€ 50.400,37
13887,1,2,R,€ 109.000,35
13888,1,3,1,€ 180.000,70
13889,2,5,A,€ 750.000,117
13890,3,5+,1,€ 858.000,200
13891,2,4,2,€ 729.000,127
13892,1,2,T,€ 145.000,40
13893,1,1,T,€ 99.000,40
13894,,,,€ 91.500,46
13895,1,2,1,€ 220.000,83
13896,3+,5+,T,€ 1.290.000,260
13897,2,5+,,€ 250.000,163
13898,1,3,1,€ 470.000,137
13899,3,5,2,€ 499.000,148
13900,3,4,,€ 225.000,120
13901,2,3,2,€ 239.000,100
13902,2,3,2,€ 229.000,110
13903,1,1,R,€ 299.000,54
13904,2,4,T,€ 379.000,131
13905,1,3,1,€ 309.000,93
13906,1,2,3,€ 189.000,65
13907,2,5,,€ 690.000,120
13908,3,4,,€ 349.000,158
13909,2,3,2,€ 139.000,75
13910,1,3,1,€ 269.000,80
13911,1,3,A,€ 239.000,86
13912,1,3,4,€ 269.000,85
13913,2,3,T,€ 397.000,96
13914,3,4,4,€ 965.000,138
13915,1,5+,1,€ 300.000,220
13916,3,3,1,€ 370.000,98
13917,3+,5+,,€ 1.800.000,573
13918,1,2,2,€ 289.000,65
13919,1,2,3,€ 175.000,65
13920,3+,5+,,€ 499.000,280
13921,1,3,3,€ 230.000,65
13922,2,5,3,€ 469.000,145
13923,2,3,5,€ 545.000,147
13924,2,4,1,€ 480.000,120
13925,2,3,,€ 287.000,100
13926,1,3,3,€ 500.000,95
13927,2,4,A,€ 529.000,145
13928,1,3,2,€ 285.000,80
13929,1,5+,A,€ 300.000,220
13930,3,4,1,€ 810.000,138
13931,1,2,T,€ 150.000,50
13932,,,,€ 183.750,99
13933,1,2,3,€ 179.000,87
13934,2,3,2,€ 380.000,100
13935,1,4,3,€ 269.000,115
13936,2,3,T,€ 400.000,97
13937,1,2,2,€ 169.000,45
13938,1,5+,A,€ 300.000,220
13939,2,4,2,€ 190.000,80
13940,1,3,3,€ 239.000,133
13941,1,4,A,€ 140.000,100
13942,2,5+,R,€ 590.000,110
13943,1,3,A,€ 189.000,60
13944,2,4,,€ 250.000,139
13945,,,,€ 633.000,180
13946,3+,5+,4,€ 1.150.000,287
13947,2,3,3,€ 256.000,80
13948,1,3,5,€ 215.000,90
13949,2,4,1,€ 455.000,125
13950,1,3,4,€ 175.000,78
13951,1,3,1,€ 250.000,95
13952,1,2,3,€ 270.000,80
13953,1,2,3,€ 129.000,55
13954,1,1,1,€ 95.000,36
13955,1,4,A,€ 140.000,100
13956,2,5,T,€ 305.000,130
13957,1,2,1,€ 260.000,66
13958,3+,5+,,€ 499.000,280
13959,1,4,1,€ 479.000,103
13960,2,3,R,€ 249.000,100
13961,1,1,2,€ 170.000,35
13962,1,2,1,€ 250.000,60
13963,2,5,3,€ 395.000,135
13964,1,2,3,€ 159.000,45
13965,2,3,T,€ 345.000,103
13966,1,3,1,€ 164.000,75
13967,1,4,R,€ 270.000,130
13968,1,2,6,€ 239.000,60
13969,3+,5+,,€ 499.000,280
13970,1,3,A,€ 149.000,90
13971,2,4,4,€ 350.000,103
13972,1,2,,€ 210.000,120
13973,1,3,4,€ 310.000,100
13974,1,2,1,€ 169.000,48
13975,2,3,A,€ 320.000,80
13976,2,4,,€ 239.000,125
13977,1,3,3,€ 248.000,96
13978,1,3,R,€ 109.000,110
13979,1,3,1,€ 290.000,95
13980,1,3,R,€ 296.000,97
13981,3+,5+,A,€ 550.000,198
13982,3,5,,€ 959.000,420
13983,1,2,T,€ 178.000,50
13984,2,5,,€ 270.000,120
13985,1,2,A,€ 215.000,50
13986,2,5+,1,€ 230.000,130
13987,1,3,T,€ 170.000,106
13988,,,,€ 131.400,63
13989,1,4,T,€ 165.000,80
13990,2,5+,1,€ 230.000,130
13991,1,2,1,€ 216.000,60
13992,2,4,2,€ 189.000,110
13993,3,4,,€ 320.000,160
13994,1,3,T,€ 135.000,70
13995,2,4,T,€ 525.000,145
13996,1,3,1,€ 279.000,110
13997,1,3,,€ 165.000,45
13998,2,4,3,€ 390.000,125
13999,1,3,T,€ 289.000,90
14000,3,4,,€ 349.000,250
14001,1,4,2,€ 230.000,107
14002,2,4,1,€ 330.000,150
14003,1,3,T,€ 239.000,80
14004,3,5+,1,€ 1.350.000,282
14005,2,3,A,€ 265.000,85
14006,2,4,2,€ 190.000,80
14007,1,3,T,€ 135.000,70
14008,1,5+,2,€ 410.000,165
14009,1,3,1,€ 175.000,70
14010,3,5,2,€ 635.000,180
14011,2,2,1,€ 268.000,72
14012,3,5+,T,€ 1.290.000,300
14013,,,,€ 35.000,19
14014,,,,€ 28.000,15
14015,1,2,1,€ 95.000,47
14016,2,3,1,€ 250.000,80
14017,2,4,4,€ 279.000,110
14018,1,3,T,€ 245.000,60
14019,2,3,A,€ 185.000,85
14020,1,2,S,€ 98.000,55
14021,3,5+,A,€ 920.000,240
14022,1,4,1,€ 385.000,135
14023,1,4,4,€ 259.000,107
14024,1,3,2,€ 190.000,70
14025,1,4,2,€ 230.000,103
14026,1,2,4,€ 259.000,50
14027,1,3,4,€ 360.000,50
14028,3,4,3,€ 399.000,135
14029,2,5,T,€ 359.000,140
14030,2,5+,1,€ 610.000,185
14031,1,3,1,€ 179.000,89
14032,1,3,3,€ 350.000,100
14033,2,4,3,€ 280.000,134
14034,1,2,2,€ 235.000,65
14035,1,3,R,€ 199.000,90
14036,1,1,T,€ 119.000,40
14037,1,2,2,€ 120.000,55
14038,2,3,R,€ 135.000,90
14039,3+,5,5,€ 1.050.000,190
14040,1,2,T,€ 95.000,60
14041,1,2,A,€ 129.000,55
14042,1,3,1,€ 172.000,70
14043,3+,5,,€ 219.000,150
14044,2,4,,€ 290.000,111
14045,2,5,T,€ 355.000,110
14046,1,3,,€ 215.000,75
14047,3,5+,,€ 595.000,255
14048,2,5+,T,€ 910.000,140
14049,1,3,T,€ 185.000,94
14050,2,3,T,€ 376.000,94
14051,,,,€ 27.000,18
14052,1,2,1,€ 295.000,65
14053,,,,€ 720.000,240
14054,2,5+,4,€ 745.000,183
14055,2,3,T,€ 410.000,98
14056,1,4,4,€ 419.000,102
14057,1,2,6,€ 255.000,78
14058,2,4,A,€ 180.000,102
14059,1,2,2,€ 210.000,65
14060,,2-3,,€ 232.000,61
14061,1,3,4,€ 375.000,80
14062,1,3,3,€ 314.000,74
14063,2,4,5,€ 299.000,110
14064,1,3,A,€ 149.000,70
14065,2,3,4,€ 369.000,100
14066,2,4,,€ 189.000,104
14067,1,2,1,€ 120.000,69
14068,2,4,4,€ 319.000,121
14069,2,5+,T,€ 535.000,140
14070,2,4,1,€ 420.000,120
14071,1,2,1,€ 155.000,80
14072,1,2,8,€ 315.000,61
14073,1,4,1,€ 269.000,93
14074,1,2,T,€ 207.000,47
14075,1,3,1,€ 225.000,100
14076,1,4,2,€ 235.000,104
14077,1,3,3,€ 165.000,63
14078,1,3,3,€ 189.000,78
14079,2,5+,3,€ 695.000,170
14080,1,3,4,€ 270.000,75
14081,2,3,1,€ 399.000,140
14082,1,3,2,€ 160.000,93
14083,1,2,6,€ 320.000,75
14084,1,2,2,€ 139.000,50
14085,1,2,T,€ 239.000,67
14086,1,2,A,€ 249.000,90
14087,2,3,6,€ 309.000,111
14088,1,1,1,€ 95.000,45
14089,2,4,1,€ 159.000,112
14090,1,2,T,€ 165.000,62
14091,2,4,4,€ 375.000,122
14092,,4,,€ 155.000,130
14093,2,4,2,€ 235.000,120
14094,1,3,,€ 245.000,75
14095,1,5+,2,€ 220.000,90
14096,2,3,4,€ 360.000,83
14097,2,5+,1,€ 215.000,95
14098,1,3,1,€ 159.000,75
14099,2,4,2,€ 780.000,137
14100,3,5,,€ 795.000,252
14101,1,2,3,€ 498.000,90
14102,3,5,,€ 795.000,252
14103,2,3,6,€ 415.000,90
14104,2,4,6,€ 320.000,120
14105,1,3,3,€ 210.000,77
14106,1,1,,€ 60.000,25
14107,2,5,2,€ 695.000,130
14108,3,5+,,€ 179.000,280
14109,3,4,4,€ 335.000,90
14110,,2,,€ 95.000,35
14111,1,2,1,€ 85.000,65
14112,1,3,6,€ 285.000,85
14113,2,5,1,€ 329.000,110
14114,3,5+,6,€ 1.250.000,240
14115,3,4,1,€ 559.000,170
14116,1,3,2,€ 155.000,85
14117,1,2,T,€ 150.000,51
14118,3,4,,€ 295.000,120
14119,1,2,4,€ 188.000,66
14120,1,4,,€ 259.000,130
14121,2,3,4,€ 245.000,90
14122,1,2,3,€ 129.000,40
14123,3+,5+,,€ 6.900.000,1.111
14124,1,3,A,€ 245.000,85
14125,1,4,2,€ 336.000,105
14126,1,2,1,€ 195.000,55
14127,2,3,3,€ 285.000,90
14128,2,2,2,€ 340.000,85
14129,1,2,2,€ 149.000,55
14130,,,,€ 960.960,240
14131,2,4,1,€ 290.000,129
14132,,,,€ 34.200,40
14133,2,5,,€ 150.000,217
14134,2,5,R,€ 519.000,140
14135,1,3,1,€ 361.500,85
14136,1,3,A,€ 187.000,97
14137,2,4,A,€ 305.000,100
14138,2,3,2,€ 134.000,95
14139,2,3,1,€ 191.000,81
14140,2,5+,1,€ 595.000,153
14141,2,3,A,€ 171.000,112
14142,2,3,A,€ 171.000,112
14143,1,1,,€ 65.000,60
14144,1,2,A,€ 430.000,50
14145,1,2,2,€ 174.000,60
14146,,,,€ 66.000,70
14147,2,4,,€ 90.000,67
14148,2,2,T,€ 139.000,60
14149,1,2,2,€ 350.000,80
14150,3,4,1,€ 499.000,100
14151,1,2,3,€ 129.000,50
14152,2,5,T,€ 335.000,110
14153,2,5,2,€ 850.000,140
14154,1,3,R,€ 119.000,65
14155,3+,5,,€ 455.000,188
14156,1,2,2,€ 139.000,65
14157,2,5,T,€ 599.000,165
14158,2,3,4,€ 469.000,140
14159,2,5+,,€ 250.000,170
14160,2,4,T,€ 225.000,100
14161,2,2,1,€ 170.000,65
14162,1,3,3,€ 190.000,70
14163,3+,5+,,€ 3.250.000,500
14164,3,5,,€ 339.000,150
14165,1,3,5,€ 159.000,70
14166,1,1,T,€ 75.000,37
14167,2,3,6,€ 770.000,150
14168,1,4,4,€ 750.000,140
14169,3+,5+,4,€ 329.000,125
14170,2,4,A,€ 220.000,100
14171,2,4,2,€ 249.000,120
14172,2,3,1,€ 345.000,130
14173,2,4,4,€ 750.000,150
14174,2,4,,€ 299.000,135
14175,,,,€ 228.750,118
14176,1,3,A,€ 399.000,75
14177,3+,5,3,€ 850.000,160
14178,3,5+,1,€ 1.170.000,230
14179,1,1,A,€ 43.000,22
14180,1,3,4,€ 259.000,85
14181,2,5,1,€ 530.000,139
14182,2,4,2,€ 279.000,115
14183,3,5+,A,€ 530.000,150
14184,2,5+,3,€ 1.100.000,130
14185,1,1,A,€ 165.000,35
14186,2,2,T,€ 251.000,73
14187,1,1,4,€ 154.000,46
14188,3+,4,,€ 450.000,195
14189,,,,€ 858.075,374
14190,2,3,R,€ 190.000,90
14191,2,4,2,€ 219.000,125
14192,1,3,4,€ 159.000,80
14193,,,,€ 74.112,157
14194,2,4,A,€ 900.000,120
14195,2,4,1,€ 67.500,126
14196,1,3,1,€ 185.000,70
14197,1,2,R,€ 279.000,86
14198,3+,5+,,€ 1.290.000,350
14199,2,3,4,€ 397.000,90
14200,1,2,4,€ 223.400,80
14201,1,3,3,€ 135.800,70
14202,1,1,T,€ 70.000,30
14203,2,3,T,€ 240.000,80
14204,1,2,2,€ 370.000,76
14205,1,3,3,€ 255.000,70
14206,1,3,1,€ 210.000,90
14207,1,1,T,€ 105.000,30
14208,2,3,2,€ 230.000,66
14209,1,3,R,€ 119.000,60
14210,,,,€ 504.000,141
14211,2,4,5,€ 239.000,110
14212,2,5,2,€ 420.000,143
14213,3,5+,3,€ 2.600.000,300
14214,1,1,T,€ 75.000,37
14215,1,3,A,€ 199.000,80
14216,3,5,,€ 259.000,140
14217,1,3,8,€ 385.000,107
14218,,,,€ 82.500,53
14219,1,3,4,€ 230.000,110
14220,1,2,1,€ 115.000,60
14221,2,3,4,€ 700.000,130
14222,1,2,1,€ 165.000,76
14223,1,1,2,€ 45.000,35
14224,2,3,1,€ 1.550.000,178
14225,2,3,2,€ 229.000,100
14226,2,3,1,€ 220.000,90
14227,1,2,5,€ 195.000,65
14228,2,5,3,€ 599.000,180
14229,1,3,2,€ 239.000,78
14230,1,4,A,€ 119.000,85
14231,1,4,T,€ 199.000,145
14232,1,2,A,€ 195.000,78
14233,1,2,2,€ 135.000,60
14234,2,4,2,€ 355.000,130
14235,2,3,4,€ 148.000,70
14236,2,5,5,€ 569.000,196
14237,2,4,3,€ 309.000,128
14238,1,3,2,€ 179.000,80
14239,2,3,3,€ 239.000,100
14240,1,3,1,€ 330.000,105
14241,2,5,4,€ 460.000,135
14242,2,5+,2,€ 550.000,166
14243,3+,5+,3,€ 3.500.000,440
14244,2,3,1,€ 399.000,90
14245,1,2,6,€ 188.000,80
14246,1,2,1,€ 80.000,35
14247,2,4,T,€ 335.000,110
14248,3+,5+,,€ 469.000,320
14249,3+,5+,A,€ 1.390.000,340
14250,1,2,3,€ 231.000,46
14251,3,5+,,€ 399.000,200
14252,1,5,1,€ 279.000,110
14253,1,3,3,€ 220.000,107
14254,2,4,3,€ 399.000,100
14255,1,4,4,€ 219.000,125
14256,2,5,,€ 325.000,150
14257,1,2,2,€ 100.000,45
14258,,,,€ 52.500,75
14259,1,4,T,€ 160.000,85
14260,1,2,2,€ 170.000,52
14261,3,5+,,€ 549.000,330
14262,2,4,1,€ 330.000,108
14263,1,2,2,€ 215.000,50
14264,1,3,S,€ 65.000,70
14265,2,4,2,€ 307.000,125
14266,3,3,1,€ 640.000,99
14267,2,5+,A,€ 2.200.000,200
14268,1,3,1,€ 159.000,65
14269,2,3,2,€ 590.000,105
14270,2,4,4,€ 395.000,120
14271,2,5+,2,€ 429.000,150
14272,2,4,1,€ 429.000,150
14273,1,3,T,€ 420.000,70
14274,2,3,9,€ 295.000,85
14275,2,4,1,€ 429.000,150
14276,1,3,T,€ 420.000,70
14277,2,3,9,€ 295.000,85
14278,2,3,A,€ 550.000,120
14279,2,3,T,€ 230.000,90
14280,3+,4,R,€ 420.000,115
14281,2,4,T,€ 680.000,100
14282,1,2,T,€ 220.000,80
14283,1,2,2,€ 160.000,70
14284,2,3,4,€ 150.000,88
14285,,,,€ 150.000,88
14286,2,3,2,€ 229.000,84
14287,1,3,3,€ 370.000,85
14288,1,2,3,€ 390.000,50
14289,3,5,1,€ 849.000,220
14290,1,2,,€ 130.000,60
14291,1,3,2,€ 189.000,80
14292,2,4,3,€ 549.000,120
14293,2,4,R,€ 359.000,99
14294,,,,€ 44.160,67
14295,3,5,,€ 440.000,203
14296,1,1,A,€ 199.000,40
14297,2,2,7,€ 245.000,75
14298,1,2,4,€ 135.000,64
14299,2,4,1,€ 490.000,145
14300,3,5+,4,€ 810.000,210
14301,1,3,3,€ 295.000,90
14302,2,2,T,€ 280.000,61
14303,1,3,3,€ 360.000,80
14304,1,4,1,€ 229.000,93
14305,1,2,2,€ 176.000,70
14306,2,3,1,€ 329.000,105
14307,1,2,1,€ 109.000,40
14308,2,3,3,€ 149.000,75
14309,1,4,T,€ 220.000,80
14310,2,4,,€ 299.000,110
14311,3+,5+,,€ 1.390.000,768
14312,1,3,1,€ 190.000,80
14313,,,,€ 80.250,77
14314,1,1,T,€ 295.000,56
14315,1,2,T,€ 165.000,60
14316,1,2,A,€ 216.000,85
14317,1,3,A,€ 208.000,110
14318,1,3,2,€ 225.000,110
14319,1,3,A,€ 180.000,70
14320,3,4,,€ 219.000,140
14321,1,3,S,€ 187.000,90
14322,2,5,A,€ 445.000,159
14323,3,4,4,€ 530.000,135
14324,2,3,1,€ 258.000,96
14325,2,5+,,€ 210.000,300
14326,2,4,2,€ 325.000,120
14327,1,1,T,€ 195.000,60
14328,1,3,R,€ 199.000,90
14329,1,2,2,€ 169.000,55
14330,1,3,A,€ 250.000,70
14331,1,3,3,€ 360.000,90
14332,2,4,4,€ 340.000,106
14333,1,4,3,€ 225.000,110
14334,2,3,2,€ 200.000,80
14335,2,5,1,€ 275.000,120
14336,2,3,T,€ 107.000,88
14337,2,4,,€ 379.000,108
14338,2,4,6,€ 430.000,140
14339,1,2,2,€ 148.000,65
14340,1,3,T,€ 390.000,100
14341,3+,5+,,€ 10.000.000,4.200
14342,2,5,4,€ 395.000,140
14343,1,3,1,€ 210.000,93
14344,1,1,1,€ 143.000,37
14345,1,1,2,€ 90.000,35
14346,2,3,2,€ 198.000,90
14347,,,,€ 174.000,100
14348,1,2,T,€ 270.000,60
14349,2,2,T,€ 275.000,73
14350,1,2,T,€ 155.000,50
14351,2,4,,€ 190.000,110
14352,3+,5+,,€ 5.900.000,800
14353,2,4,2,€ 279.000,110
14354,1,2,2,€ 225.000,70
14355,2,4,3,€ 530.000,118
14356,1,2,7,€ 370.000,70
14357,3+,5+,2,€ 3.200.000,390
14358,2,5,1,€ 590.000,160
14359,1,2,1,€ 139.000,60
14360,2,4,1,€ 295.000,117
14361,3+,5+,3,€ 2.500.000,380
14362,3,5+,3,€ 960.000,160
14363,,1,S,€ 56.000,20
14364,2,3,,€ 189.000,110
14365,,,,€ 150.000,76
14366,,,,€ 376.500,164
14367,,,,€ 84.000,68
14368,,,,€ 55.500,89
14369,,,,€ 462.720,1973
14370,,,,€ 182.250,92
14371,,,,€ 84.480,98
14372,,,,€ 154.740,226
14373,,,,€ 81.000,79
14374,,,,€ 78.750,64
14375,,,,€ 148.500,84
14376,,,,€ 288.000,137
14377,,,,€ 288.000,142
14378,,,,€ 291.000,103
14379,,,,€ 377.630,112
14380,,,,€ 97.500,55
14381,,,,€ 70.500,101
14382,,,,€ 44.160,67
14383,,,,€ 76.800,80
14384,,,,€ 92.076,74
14385,,,,€ 73.920,74
14386,,,,€ 158.220,83
14387,,,,€ 300.000,115
14388,,,,€ 70.272,85
14389,,,,€ 260.000,74
14390,,,,€ 272.800,119
14391,,,,€ 153.600,187
14392,,,,€ 222.412,282
14393,,,,€ 56.250,141
14394,,,,€ 102.255,82
14395,,,,€ 1.018.383,220
14396,,,,€ 997.500,269
14397,,,,€ 388.200,180
14398,,,,€ 63.840,107
14399,,,,€ 135.000,134
14400,,,,€ 69.636,55
14401,,,,€ 388.800,376
14402,,,,€ 686.460,363
14403,,,,€ 69.408,59
14404,,,,€ 86.925,57
14405,,,,€ 128.400,107
14406,,,,€ 100.800,104
14407,1,4,T,€ 240.000,90
14408,,,,€ 344.700,18362
14409,,,,€ 84.750,57
14410,,,,€ 84.375,68
14411,3,5,5,€ 980.000,200
14412,2,4,A,€ 280.000,110
14413,2,5,T,€ 900.000,178
14414,,1,,€ 29.000,17
14415,1,3,4,€ 275.000,89
14416,,,,€ 66.000,14
14417,2,3,2,€ 195.000,74
14418,,,,€ 87.000,27
14419,1,2,T,€ 279.000,70
14420,1,4,1,€ 199.000,101
14421,1,3,2,€ 350.500,82
14422,,,,€ 87.000,27
14423,2,4,1,€ 390.000,101
14424,,,,€ 66.000,14
14425,1,3,S,€ 50.000,55
14426,1,2,R,€ 180.000,55
14427,1,3,3,€ 300.000,98
14428,1,2,1,€ 327.000,92
14429,3+,5+,,€ 7.000.000,950
14430,2,5+,2,€ 550.000,151
14431,1,3,T,€ 195.000,65
14432,2,3,3,€ 185.000,149
14433,2,5,1,€ 530.000,163
14434,1,2,2,€ 307.900,78
14435,1,2,2,€ 316.800,80
14436,1,2,3,€ 317.900,80
14437,2,5+,2,€ 980.000,200
14438,1,3,1,€ 139.000,90
14439,1,1,A,€ 199.000,35
14440,1,3,1,€ 179.000,65
14441,1,2,T,€ 125.000,45
14442,2,4,T,€ 560.000,150
14443,2,5,1,€ 360.000,135
14444,1,2,4,€ 149.000,73
14445,1,3,1,€ 159.000,65
14446,1,3,1,€ 369.000,120
14447,2,2,A,€ 395.000,110
14448,1,3,4,€ 360.000,80
14449,1,2,8,€ 335.000,65
14450,1,2,1,€ 165.000,52
14451,1,2,A,€ 115.000,50
14452,2,3,2,€ 289.000,102
14453,1,3,,€ 179.000,60
14454,2,3,2,€ 259.000,85
14455,2,4,T,€ 349.000,140
14456,1,3,2,€ 370.000,88
14457,2,4,A,€ 700.000,129
14458,,5+,2,€ 695.000,196
14459,1,1,,€ 70.000,4
14460,2,3,T,€ 370.000,85
14461,1,2,1,€ 310.000,55
14462,2,4,T,€ 279.000,105
14463,1,2,A,€ 156.000,60
14464,1,2,1,€ 125.000,55
14465,1,3,1,€ 275.000,70
14466,2,3,T,€ 175.000,80
14467,1,2,T,€ 255.000,67
14468,2,3,7,€ 395.000,100
14469,1,2,3,€ 89.000,70
14470,1,2,R,€ 138.000,40
14471,2,4,2,€ 319.000,120
14472,2,4,2,€ 460.000,150
14473,2,5,4,€ 360.000,130
14474,2,4,1,€ 385.000,140
14475,1,3,1,€ 210.000,60
14476,1,3,2,€ 160.000,90
14477,2,3,2,€ 360.000,110
14478,2,3,,€ 290.000,127
14479,,4,1,€ 450.000,135
14480,1,4,4,€ 349.000,120
14481,3,4,1,€ 349.000,125
14482,1,3,T,€ 275.000,75
14483,,,,€ 196.500,120
14484,3,4,,€ 169.000,140
14485,1,1,,€ 129.000,45
14486,,1,,€ 27.000,
14487,1,,,€ 540.000,800
14488,1,3,S,€ 290.000,80
14489,1,2,2,€ 139.000,53
14490,2,4,1,€ 249.000,100
14491,2,3,2,€ 215.000,90
14492,1,3,2,€ 165.000,85
14493,1,2,4,€ 205.000,68
14494,1,3,2,€ 360.000,85
14495,1,3,4,€ 930.000,75
14496,1,2,3,€ 690.000,110
14497,1,3,1,€ 225.000,80
14498,1,3,R,€ 275.000,96
14499,1,2,2,€ 130.000,60
14500,2,4,5,€ 690.000,120
14501,1,2,T,€ 199.000,50
14502,1,1,T,€ 87.000,36
14503,1,2,1,€ 119.000,58
14504,1,3,A,€ 248.000,94
14505,3+,5+,1,€ 1.180.000,180
14506,3,4,2,€ 1.250.000,180
14507,1,2,4,€ 640.000,50
14508,3+,3,6,€ 1.900.000,200
14509,1,3,7,€ 219.000,70
14510,3+,5+,,€ 2.900.000,550
14511,3+,5+,,€ 2.100.000,500
14512,3+,5+,5,€ 2.300.000,230
14513,3,5+,3,€ 650.000,195
14514,2,4,1,€ 189.000,109
14515,2,3,,€ 239.000,110
14516,3+,5+,,€ 1.150.000,330
14517,1,3,1,€ 680.000,80
14518,3+,5,,€ 295.000,180
14519,3+,5+,3,€ 1.850.000,276
14520,3+,5+,,€ 1.490.000,860
14521,3,5,2,€ 1.250.000,180
14522,3+,5+,,€ 1.900.000,300
14523,2,5+,6,€ 950.000,240
14524,2,5,4,€ 690.000,130
14525,3+,5+,5,€ 1.950.000,270
14526,1,3,T,€ 89.000,60
14527,1,2,T,€ 79.000,33
14528,3+,5+,8,€ 1.280.000,200
14529,3,5+,2,€ 2.000.000,210
14530,2,4,2,€ 750.000,150
14531,1,3,5,€ 229.000,70
14532,1,4,4,€ 529.000,110
14533,1,3,1,€ 209.000,85
14534,2,4,,€ 295.000,130
14535,1,3,3,€ 179.000,90
14536,1,4,1,€ 189.000,110
14537,,,,€ 360.000,145
14538,1,3,1,€ 169.000,95
14539,1,2,A,€ 149.000,80
14540,2,4,5,€ 159.000,102
14541,2,4,4,€ 530.000,113
14542,1,3,R,€ 495.000,86
14543,3+,5,,€ 595.000,180
14544,1,4,2,€ 180.000,85
14545,,2,4,€ 189.000,71
14546,2,3,S,€ 115.000,45
14547,1,2,,€ 180.000,65
14548,2,4,3,€ 229.000,80
14549,2,4,,€ 295.000,130
14550,1,3,3,€ 345.000,100
14551,2,3,1,€ 219.000,85
14552,2,4,1,€ 569.000,160
14553,3+,5+,A,€ 4.000.000,430
14554,2,4,T,€ 550.000,140
14555,2,4,5,€ 940.000,120
14556,2,4,R,€ 479.000,130
14557,2,3,A,€ 170.000,95
14558,3+,5+,,€ 885.000,309
14559,2,3,3,€ 218.000,100
14560,1,3,T,€ 185.000,80
14561,1,2,T,€ 189.000,70
14562,2,4,3,€ 279.000,105
14563,2,5,2,€ 760.000,180
14564,3,5+,,€ 449.000,200
14565,1,3,1,€ 225.000,90
14566,3,4,R,€ 240.000,130
14567,2,4,,€ 320.000,150
14568,1,2,A,€ 149.000,50
14569,1,2,T,€ 190.000,45
14570,1,2,3,€ 261.000,46
14571,1,4,1,€ 519.000,105
14572,1,2,R,€ 420.000,80
14573,3,5,,€ 175.500,143
14574,,,,€ 107.250,98
14575,1,3,2,€ 265.000,82
14576,2,3,5,€ 239.000,90
14577,1,2,2,€ 135.000,56
14578,1,2,3,€ 189.000,85
14579,2,4,,€ 475.000,150
14580,2,5,T,€ 359.000,154
14581,2,4,,€ 440.000,130
14582,2,3,1,€ 399.000,110
14583,2,4,6,€ 895.000,130
14584,1,3,R,€ 209.000,65
14585,1,2,T,€ 179.000,73
14586,3+,5+,2,€ 1.750.000,340
14587,1,1,1,€ 170.000,54
14588,1,3,S,€ 179.000,75
14589,3,4,,€ 230.000,115
14590,3,5,4,€ 750.000,150
14591,2,4,T,€ 389.000,120
14592,2,3,,€ 399.000,110
14593,1,1,A,€ 100.000,45
14594,2,3,3,€ 336.000,68
14595,2,4,1,€ 239.000,108
14596,1,2,A,€ 149.000,60
14597,1,2,T,€ 69.000,40
14598,2,4,6,€ 329.000,105
14599,1,5+,,€ 450.000,520
14600,2,5+,1,€ 325.000,140
14601,2,3,4,€ 339.000,100
14602,2,4,2,€ 390.000,111
14603,1,3,4,€ 295.000,73
14604,1,2,4,€ 240.000,55
14605,3,4,,€ 329.000,165
14606,1,3,1,€ 339.000,95
14607,2,5,,€ 380.000,200
14608,1,3,1,€ 185.000,65
14609,,,,€ 114.750,181
14610,1,2,T,€ 255.000,50
14611,,,,€ 140.640,57
14612,1,4,1,€ 439.000,130
14613,2,4,5,€ 420.000,120
14614,1,2,1,€ 235.000,71
14615,3,5+,A,€ 590.000,160
14616,1,2,2,€ 145.000,50
14617,3,5+,,€ 335.000,180
14618,1,2,2,€ 124.000,70
14619,,,,€ 65.280,60
14620,1,2,1,€ 195.000,50
14621,2,3,1,€ 728.000,101
14622,1,1,T,€ 169.000,44
14623,2,3,1,€ 248.000,92
14624,1,2,T,€ 380.000,90
14625,1,2,3,€ 350.000,55
14626,1,2,3,€ 143.000,60
14627,3,4,A,€ 335.000,165
14628,2,4,3,€ 260.000,100
14629,2,3,A,€ 185.000,90
14630,1,4,5,€ 690.000,120
14631,1,3,1,€ 150.000,75
14632,1,2,1,€ 170.000,74
14633,2,3,1,,90
14634,,,,€ 343.500,142
14635,1,2,T,€ 310.000,70
14636,1,2,3,€ 109.000,64
14637,2,5+,1,€ 970.000,170
14638,2,3,4,€ 690.000,130
14639,3,5+,,€ 524.000,260
14640,1,3,2,€ 250.000,107
14641,,,,€ 1.323.000,284
14642,1,1,6,€ 350.000,55
14643,2,5+,,€ 389.000,182
14644,2,5,4,€ 599.000,172
14645,2,4,R,€ 290.000,118
14646,2,5,,€ 325.000,160
14647,2,4,2,€ 315.000,129
14648,1,3,1,€ 295.000,90
14649,1,3,T,€ 155.000,90
14650,2,4,3,€ 260.000,143
14651,2,5,4,€ 365.000,100
14652,1,2,T,€ 250.000,35
14653,,,,€ 120.000,71
14654,1,2,3,€ 239.000,65
14655,2,4,4,€ 159.000,80
14656,1,3,1,€ 360.000,80
14657,1,3,1,€ 230.000,60
